"nro","latitud","longitud"
3322,-39.37,-55.81
3323,-39.52,-55.91
3324,-36.58,-56.1
3325,-36.48,-56.03
3326,-34.95,-52.7
3327,-34.8,-52.58
3328,-34.68,-52.49
3329,-34.68,-52.56
3330,-34.78,-52.66
3331,-34.99,-52.73
3332,-39.53,-55.89
3333,-39.27,-55.75
3334,-39.29,-55.77
3335,-35.18,-52.95
3336,-39.38,-55.85
3337,-39.16,-55.75
3338,-38.93,-55.63
3339,-39.1,-55.71
3340,-38.86,-55.59
3341,-38.63,-55.47
3342,-38.88,-55.58
3343,-38.66,-55.47
3344,-38.41,-55.47
3345,-39.14,-55.7
3346,-38.92,-55.59
3347,-38.69,-55.48
3348,-38.3,-55.14
3349,-38.07,-55.27
3350,-37.85,-55.14
3351,-38.33,-55.37
3352,-38.14,-55.3
3353,-37.91,-55.19
3354,-38.28,-55.35
3355,-38.08,-55.11
3356,-37.87,-55.16
3357,-38.19,-55.32
3358,-37.97,-55.21
3359,-37.89,-55.13
3360,-37.68,-54.94
3361,-37.93,-55.16
3362,-37.76,-55.02
3363,-37.6,-54.88
3364,-37.94,-55.17
3365,-37.73,-55.08
3366,-38.35,-55.92
3367,-38.16,-55.65
3368,-38.02,-55.43
3369,-39.53,-55.87
3370,-39.3,-55.73
3371,-39.11,-55.65
3372,-37.92,-55.16
3373,-37.76,-55.02
3374,-37.62,-54.87
3375,-37.9,-55.15
3376,-37.75,-55.02
3377,-37.62,-54.88
3378,-37.9,-55.14
3379,-37.76,-55.03
3380,-37.61,-54.87
3381,-37.91,-55.15
3382,-37.74,-55
3383,-37.58,-54.86
3384,-37.72,-54.99
3385,-37.56,-54.81
3386,-37.42,-54.65
3387,-37.67,-54.93
3388,-37.57,-54.78
3389,-37.39,-54.61
3390,-39.75,-57.15
3391,-39.87,-57.18
3392,-39.98,-57.2
3393,-38.99,-55.56
3394,-38.81,-55.45
3395,-38.62,-55.39
3396,-39.97,-57.22
3397,-39.82,-57.18
3398,-38.99,-55.56
3399,-38.81,-55.45
3400,-38.63,-55.4
3401,-39.97,-57.23
3402,-39.82,-57.2
3403,-39,-55.51
3404,-38.83,-55.39
3405,-38.66,-55.32
3406,-39.95,-57.25
3407,-38.93,-55.47
3408,-38.78,-55.36
3409,-38.62,-55.31
3410,-38.92,-55.47
3411,-38.77,-55.37
3412,-38.6,-55.3
3413,-38.93,-55.48
3414,-38.77,-55.36
3415,-38.59,-55.28
3416,-38.8,-55.4
3417,-38.67,-55.32
3418,-38.42,-55.28
3419,-38.82,-55.4
3420,-38.67,-55.32
3421,-38.49,-55.28
3422,-39.93,-57.32
3423,-38.93,-55.48
3424,-38.77,-55.37
3425,-38.62,-55.32
3426,-38.94,-55.48
3427,-38.78,-55.37
3428,-39.98,-57.37
3429,-39.83,-57.35
3430,-38.98,-55.5
3431,-38.82,-55.4
3432,-38.63,-55.33
3433,-38.92,-55.47
3434,-38.77,-55.37
3435,-38.6,-55.3
3436,-39.98,-56.38
3437,-39.87,-56.38
3438,-39.35,-54.83
3439,-39.32,-54.85
3440,-39.48,-54.73
3441,-39.5,-54.7
3442,-39.85,-56.37
3443,-39.97,-56.33
3444,-36.32,-52.75
3445,-36.38,-52.83
3446,-34.98,-52.69
3447,-34.77,-52.55
3448,-34.58,-52.42
3449,-34.58,-52.67
3450,-34.92,-53.6
3451,-34.98,-53.82
3452,-35.1,-54.03
3453,-35.1,-54.25
3454,-35.27,-54.07
3455,-35.38,-54.72
3456,-35.5,-54.53
3457,-35.4,-54.7
3458,-35.57,-54.88
3459,-37.88,-55.13
3460,-37.75,-55.02
3461,-37.65,-54.92
3462,-37.95,-54.08
3463,-37.83,-53.98
3464,-37.88,-54.03
3465,-37.88,-54.03
3466,-38.92,-55.48
3467,-38.77,-55.37
3468,-38.58,-55.3
3469,-38,-54.08
3470,-35.6,-55.07
3471,-35.47,-54.87
3472,-35.33,-54.68
3473,-38.9,-55.45
3474,-38.77,-55.37
3475,-38.6,-55.32
3476,-36.55,-52.95
3477,-36.38,-52.83
3478,-36.38,-52.85
3479,-36.53,-52.97
3480,-35.42,-54.75
3481,-35.53,-54.93
3482,-35.42,-54.75
3483,-36.53,-52.82
3484,-36.4,-52.85
3485,-36.53,-52.98
3486,-36.38,-52.83
3487,-36.63,-53.35
3488,-36.53,-52.95
3489,-36.38,-52.82
3490,-36.52,-53
3491,-36.52,-53.02
3492,-39.98,-57.08
3493,-39.8,-57.08
3494,-39.95,-57.07
3495,-39.73,-55.78
3496,-39.77,-55.73
3497,-39.8,-55.73
3498,-39.8,-55.7
3499,-39.77,-57.07
3500,-39.92,-57.05
3501,-39.8,-56.13
3502,-39.98,-56.27
3503,-39.8,-56.13
3504,-39.75,-57.05
3505,-39.9,-57
3506,-39.77,-56.95
3507,-39.73,-56.03
3508,-39.9,-57.15
3509,-39.75,-57.15
3510,-39.65,-57.18
3511,-39.93,-57.15
3512,-39.95,-57.17
3513,-39.98,-57.13
3514,-38.91,-55.45
3515,-38.79,-55.35
3516,-38.96,-55.45
3517,-38.92,-55.46
3518,-38.79,-55.35
3519,-38.94,-55.44
3520,-38.94,-55.45
3521,-38.77,-55.32
3522,-39.84,-56.74
3523,-39.97,-56.79
3524,-39.92,-56.74
3525,-39.94,-56.81
3526,-39.75,-56.78
3527,-39.89,-56.82
3528,-38.95,-55.46
3529,-38.79,-55.33
3530,-38.95,-55.47
3531,-39.88,-56.84
3532,-38.96,-55.47
3533,-38.79,-55.47
3534,-38.62,-55.29
3535,-39.99,-56.9
3536,-38.48,-55.33
3537,-38.32,-55.3
3538,-38.55,-55.27
3539,-38.97,-55.45
3540,-38.78,-55.32
3541,-38.63,-55.22
3542,-37.65,-54.9
3543,-37.48,-54.72
3544,-37.37,-54.62
3545,-37.83,-55.1
3546,-37.6,-54.87
3547,-39.85,-55.97
3548,-39.72,-55.97
3549,-38.97,-55.45
3550,-38.82,-55.3
3551,-38.97,-55.47
3552,-39.97,-56.84
3553,-37.55,-54.78
3554,-37.55,-54.8
3555,-37.82,-55.1
3556,-37.7,-54.95
3557,-37.88,-55.12
3558,-39.68,-55.83
3559,-39.9,-56.12
3560,-39.96,-56.79
3561,-39.93,-56.75
3562,-39.85,-56.61
3563,-39.94,-56.6
3564,-39.84,-56.44
3565,-39.79,-56.28
3566,-39.81,-56.31
3567,-39.88,-56.25
3568,-39.95,-56.34
3569,-39.96,-56.91
3570,-39.72,-54.98
3571,-39.75,-54.93
3572,-39.65,-54.9
3573,-39.65,-54.75
3574,-39.6,-54.7
3575,-39.98,-57.24
3576,-39.99,-57.27
3577,-40,-57.16
3578,-35.6,-56.5
3579,-35.69,-56.63
3580,-35.62,-56.51
3581,-35.66,-56.64
3582,-35.64,-56.49
3583,-35.67,-56.58
3584,-35.58,-56.43
3585,-39.33,-59.35
3586,-39.27,-59.17
3587,-39.2,-59.01
3588,-39.4,-59.49
3589,-39.34,-59.34
3590,-39.28,-59.17
3591,-39.38,-59.38
3592,-39.37,-59.4
3593,-39.32,-59.23
3594,-39.26,-59.09
3595,-39.3,-59.24
3596,-39.36,-59.42
3597,-39.38,-59.41
3598,-39.35,-59.17
3599,-39.4,-59.35
3600,-39.39,-59.36
3601,-39.97,-56.94
3602,-39.93,-56.74
3603,-39.92,-56.55
3604,-39.71,-56.24
3605,-39.56,-56.18
3606,-39.43,-56.12
3607,-37.47,-56.33
3608,-37.58,-56.33
3609,-37.7,-56.55
3610,-37.25,-56.08
3611,-37.37,-56.18
3612,-37.43,-56.23
3613,-37.18,-55.98
3614,-37.28,-56.13
3615,-37.38,-56.23
3616,-37.27,-56.13
3617,-37.18,-56
3618,-37.1,-55.83
3619,-37.18,-56.03
3620,-37.12,-55.87
3621,-37.05,-55.77
3622,-38.13,-56.95
3623,-38.25,-57.13
3624,-38.57,-57.67
3625,-38.63,-57.83
3626,-38.7,-58
3627,-39.17,-58.93
3628,-39.23,-59.1
3629,-39.3,-59.27
3630,-39.3,-59.32
3631,-39.23,-59.13
3632,-39.17,-58.97
3633,-39.37,-59.45
3634,-39.28,-59.28
3635,-39.22,-59.12
3636,-39.27,-59.15
3637,-39.33,-59.32
3638,-39.27,-59.15
3639,-39.28,-59.13
3640,-39.35,-59.32
3641,-39.47,-58.43
3642,-39.28,-59.15
3643,-39.35,-59.3
3644,-39.45,-59.42
3645,-39.27,-59.08
3646,-39.35,-59.27
3647,-39.32,-59.25
3648,-39.27,-59.08
3649,-39.35,-59.22
3650,-39.35,-59.22
3651,-39.3,-59.03
3652,-39.35,-59.18
3653,-39.35,-59.43
3654,-39.28,-59.27
3655,-39.28,-59.27
3656,-39.37,-59.43
3657,-39.3,-59.27
3658,-39.32,-59.27
3659,-39.4,-59.45
3660,-37.57,-53.78
3661,-37.63,-53.67
3662,-37.58,-53.62
3663,-37.17,-53.45
3664,-37.15,-53.53
3665,-37.13,-53.58
3666,-37.13,-53.63
3667,-37.13,-54.05
3668,-38,-54.1
3669,-37.88,-54.02
3670,-37.88,-54.2
3671,-37.98,-54.1
3672,-37.98,-54.08
3673,-37.9,-54.17
3674,-37.93,-54.13
3675,-38.02,-54.08
3676,-38.02,-54.05
3677,-37.92,-54.15
3678,-38,-54.1
3679,-37.9,-54.18
3680,-37.88,-54.2
3681,-38,-54.1
3682,-38,-54.12
3683,-37.57,-53.65
3684,-37.57,-53.65
3685,-37.57,-53.68
3686,-37.58,-53.32
3687,-36.38,-52.85
3688,-37.57,-53.67
3689,-37.57,-53.65
3690,-37.58,-53.65
3691,-37.55,-53.58
3692,-37.55,-53.57
3693,-37.58,-53.67
3694,-37.58,-53.65
3695,-37.6,-53.63
3696,-39.45,-59.37
3697,-39.37,-59.2
3698,-39.3,-59.03
3699,-37.55,-53.58
3700,-38.87,-58.38
3701,-38.78,-58.22
3702,-38.68,-58.63
3703,-39.37,-54.63
3704,-39.35,-54.5
3705,-36.1,-56.07
3706,-38.75,-58.15
3707,-38.83,-58.3
3708,-38.85,-58.23
3709,-35.77,-55.62
3710,-35.78,-55.55
3711,-38.58,-57.77
3712,-38.52,-57.58
3713,-38.43,-57.42
3714,-35.88,-55.57
3715,-35.82,-55.57
3716,-38.63,-57.83
3717,-38.55,-57.68
3718,-38.52,-57.67
3719,-35.85,-55.28
3720,-39.92,-57.57
3721,-36,-55.42
3722,-35.77,-55.17
3723,-35.95,-55.33
3724,-39,-56.6
3725,-37.75,-56.58
3726,-37.62,-56.48
3727,-37.5,-56.37
3728,-37.42,-56.27
3729,-37.28,-56.13
3730,-37.2,-56
3731,-37.9,-55.63
3732,-38,-55.6
3733,-38.12,-55.65
3734,-38.43,-55.65
3735,-38.57,-55.65
3736,-38.7,-55.7
3737,-38.55,-55.62
3738,-38.57,-55.62
3739,-38.7,-55.65
3740,-38.37,-55.6
3741,-38.5,-55.58
3742,-38.65,-55.6
3743,-38.35,-55.6
3744,-38.48,-55.57
3745,-38.33,-55.55
3746,-38.35,-55.62
3747,-38.5,-55.63
3748,-38.37,-55.65
3749,-39.95,-59.16
